"Nazwa","Cena","Popularność","RAM(GB)","GPU","Pamięć GPU(GB)","CPU","Taktowanie(GHz)","Rdzenie","Wątki","Przekątna","System","Indeks"
"Lenovo IdeaPad 3 15ABA7 Ryzen 3 5425U / 8 GB / 512 GB / W11 (82RN0054PB)",2176.6,2,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 11 Home",542
"HP 250 G8 i3-1005G1 / 8 GB / W11 / 256 GB (27K20EA)",2189.0,0,8,"Intel UHD Graphics 600",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 Home",543
"HP 15-db1015nw (7SC41EA)",2199.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",544
"Lenovo Yoga 530-14IKB (81EK00EMMH)",2199.0,1,4,"Intel HD Graphics 610",0,"Intel Pentium 4415U",2.3,2,4,14.0,"Windows 10 Home",545
"HP EliteBook 820 G3 (X7Z19ECR)",2199.0,0,4,"Intel HD Graphics 520",0,"Intel Core i5-6300U",2.4,2,4,12.5,"Windows 10 Pro",546
"HP 17-by1021cl (6MW67UAR)",2199.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,17.3,"Windows 10 Home",547
"HP 15-db1026nw (9PR14EA)",2199.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",548
"Asus VivoBook Flip 14 TP412",2199.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,14.0,"Windows 10 Home",549
"HP 15-db1054nw (25Q18EA)",2199.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",550
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2199.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",551
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 12 GB RAM / 256 GB SSD PCIe / Windows 10 Home",2199.0,1,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",552
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 16 GB RAM / 256 GB SSD PCIe / Windows 10 Home",2199.0,2,16,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",553
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2199.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",554
"HP 15s-fq2023nt (2N2M4EA)",2199.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",555
"HP 15-da0019ds (1X5W5UA)",2199.0,0,8,"Intel HD Graphics 610",0,"Intel Pentium Gold 5405U",2.3,2,4,15.6,"Windows 10 Home",556
"Asus VivoBook 15 X515EA (X515EA-BQ1115W)",2199.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",557
"HP 255 G8 (3V5H9EA)",2199.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Pro",558
"HP Pavilion 15-eh1009nh (396N0EA)",2199.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",559
"HP 15s-eq2135nw (4Y0V0EA)",2199.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",560
"Asus VivoBook X515JA (X515JA -Q2217T)",2199.0,1,8,"Intel UHD Graphics 600",0,"Intel Core i3-1005G1",1.2,2,4,15.0,"Windows 11 Home",561
"Acer Aspire 5 A515-46 (NX.ABRAA.007)",2199.0,1,4,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 3350U",2.1,4,4,15.0,"Windows 11 S",562
"HP 250 G9 (6F200EA) / 16 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2199.0,5,16,"Intel UHD Graphics",0,"Intel Core i3-1215U",0.9,6,8,15.6,"Windows 11 Home",563
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 4 GB RAM / 2 TB SSD PCIe / Windows 11 S",2199.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",564
"HP 255 G8 Athlon Gold 3150U / 4 GB / 128 GB / W10P (3C2U6ESR)",2199.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.6,2,4,15.6,"Windows 10 Pro",565
"HP 255 G8 Ryzen 3 5300U / 8 GB / 256 GB (3V5K5EA)",2199.0,1,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Brak",566
"HP 255 G8 Ryzen 3 5300U / 8 GB / 256 GB (3V5K4EA)",2199.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Brak",567
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 12 GB RAM / 512 GB SSD PCIe",2199.0,7,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",568
"HP 15s-eq2344nw (712D3EA) / 16 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2199.0,5,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",569
"Asus VivoBook 15 X515EA (X515EA-EJ1197W) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 S",2199.0,7,16,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",570
"Asus VivoBook 15 X515JA i5-1035G1 / 8 GB / 256 GB / W11 (X515JA-BQ3331W)",2199.0,13,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 11 Home",571
"HP 15-db1100ny (133V9EA)",2203.99,1,4,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Brak",572
"Microsoft Surface (MSSL1134128PLA)",2139.58,2,4,"Intel HD Graphics 620",0,"Intel Core i5-7200U",2.5,2,4,13.5,"Windows 10 Pro",573
"Asus ExpertBook P1 P1512 (P1512CEA-BQ0183X)",2297.4,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Pro",574
"Asus E510 (E510KA-BR149W)",2169.0,1,8,"Intel UHD Graphics",0,"Intel Pentium Silver N6000",1.1,4,4,15.6,"Windows 11 Home",575
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2249.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",576
"Lenovo IdeaPad 3 17ITL6 (82H900D3PB)",2249.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Brak",577
"Lenovo IdeaPad 3 15ITL6 (82H8019KPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2249.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",578
"Gateway/Acer i5-1135G7 / 16 GB / 512 GB / W10 (GWTN141-10BL)",2250.0,1,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,14.0,"Windows 10 Home",579
"Lenovo IdeaPad 3 17ITL6 i3-1115G4 / 8 GB / 512 GB / W11 (82H900TPPB)",2251.8,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 11 Home",580
"Lenovo Ideapad 3-15IIL (81WE004VPB)",1799.0,11,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",581
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB)",2199.0,1,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",582
"HP 15s-eq2205nw (477U9EA)",2099.0,1,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",583
"Lenovo ThinkBook 15 G2 ARE Ryzen 3 4300U / 8 GB / 512 GB / W10 Pro EDU (20VGS00R00_8_512)",2139.58,0,8,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,15.6,"Windows 10 Pro Edu",584
"Asus VivoBook 15 X515JA i3-1005G1 / 8 GB / 512 GB / W11 (X515JA-BQ3024W)",2264.6,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 Home",585
"HP 15s-eq2124nw (4H381EA)",2199.0,20,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",586
"Lenovo V15 G2 ALC (82KD000JPB)",2130.99,1,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",587
"Lenovo V15 G2 (82KD00EVPB)",2286.25,16,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Pro",588
"Asus Vivobook 17 D712 (D712DA-BX857W)",1999.0,4,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,17.3,"Windows 11 Home",589
"HP 15-db1018nw (8UB40EA)",2299.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",590
"HP 15-db1007nw (7DK72EA)",2299.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",591
"HP 15s-fq1071nw (153P9EA)",2299.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",592
"HP 15-db1019nw (9CK32EA)",2299.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",593
"Toshiba Satellite Pro C50-H-10D (PYS33E-00F030PL)",2299.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",594
"HP 15s-fq1115nw (187B8EA)",2299.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",595
"HP 15-dw0083wm (1A493UAR)",2299.0,0,8,"Intel UHD Graphics 605",0,"Intel Pentium N5000",1.1,4,4,15.6,"Windows 10 Home",596
"HP 15-da2003nx (8PP88EAR)",2299.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i5-10210U",1.6,4,8,15.6,"Windows 10 Home",597
"HP 15-db1076nt (9FH05EAR)",2299.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",598
"HP 15-db1055nw (25Q19EA)",2299.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",599
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2299.0,2,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",600
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 16 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2299.0,1,16,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",601
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2299.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",602
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 32 GB RAM / 256 GB SSD PCIe / Windows 10 Home",2299.0,1,32,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",603
"HP 15-ef1002ds (3J347UA)",2299.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,2,15.6,"Windows 10 Home",604
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe",2299.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",605
"HP 17-by0031ds 9GQ82UAR",2299.0,0,8,"Intel HD Graphics 610",0,"Intel Pentium Gold 4417U",2.3,2,4,17.3,"Windows 10 Home",606
"HP 14-dq1043clp (1V782UAPNT )",2299.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-1005G1",1.2,2,4,14.0,"Windows 11 Home",607
"Asus VivoBook 15 X513EA (X513EA-BQ2399)",2299.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1125G4",2.0,4,8,15.6,"Brak",608
"HP 15-dy2011ds (3Z8A6UAR)",2299.0,1,8,"Intel UHD Graphics 600",0,"Intel Pentium Gold 7505",2.0,2,4,15.6,"Windows 10 Home",609
"HP Pavilion 15-eh1304nw (4H347EA)",2299.0,3,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",610
"HP 15s-eq2404nw (4H385EA)",2299.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",611
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2299.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",612
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe",2299.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",613
"Asus VivoBook 15 X515FA (X515FA-EJ179W)",2299.0,0,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,15.6,"Windows 11 Home",614
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 12 GB RAM / 2 TB SSD PCIe / Windows 11 S",2299.0,0,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",615
"Lenovo IdeaPad 3 15ITL6 (82H8019KPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2299.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",616
"Asus ExpertBook L1 L1500CDA (L1500CDA-BQ0408R)",2309.99,3,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Windows 10 Pro",617
"HP 255 G8 3020E / 8 GB / 256 GB / W11 (4K7Y5EA)",2326.59,0,8,"AMD Radeon RX Vega 3",0,"AMD 3020e",1.2,2,2,15.6,"Windows 11 Home",618
"Acer Extensa 15 EX215-54 i5-1135G7 / 8 GB / 256 GB / W11 (NX.EGJEP.00F)",2331.99,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",619
"Acer Aspire 3 A315-56 (NX.A0TAA.005)",2343.83,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",620
"HP 17-ca1065cl (8AC92UA)",2343.83,1,12,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,17.3,"Windows 10 Home",621
"Lenovo IdeaPad 3 15IIL05 (81WE011UUS)",2349.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",622
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2349.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",623
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 256 GB SSD PCIe / Windows 11 S",2349.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",624
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2349.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",625
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2349.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",626
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 20 GB RAM / 2 TB SSD PCIe / Windows 11 S",2349.0,0,20,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",627
"Lenovo IdeaPad 3 15ABA7 (82RN0055PB) / 16 GB RAM / 512 GB SSD PCIe",2349.0,16,16,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Brak",628
"Microsoft Surface Go 3 (8V8-00003)",2359.79,1,4,"Intel UHD Graphics 615",0,"Intel Pentium Gold 6500Y",1.1,2,4,10.5,"Windows 11 Pro",629
"HP 255 G7 (2D321EA) 12 GB RAM/ 256 GB M.2 PCIe/ Windows 10 Home",2448.97,1,12,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",630
"HP 17-by4013dx (4J8C8UAR)",2390.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 11 S",631
"HP 15s-eq2904nw (4H390EA)",2373.88,34,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",632
"HP HP 15s-eq3195nw 15.6"" Ryzen 5 5625U / 8 GB / W11 / 512 GB (715L6EA)",2394.99,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Home",633
"Acer Aspire 5 A515-43 (NX.HG8AA.001)",2399.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",634
"HP 255 G7 (2D321EA) 16 GB RAM/ 256 GB M.2 PCIe/ Windows 10 Home",2457.36,1,16,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",635
"HP 255 G7 (2D321EA) 8 GB RAM/ 512 GB M.2 PCIe/ Windows 10 Home",2465.26,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",636
"HP 15-db1012nw (7SB86EA)",2399.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",637
"HP ProBook 430 G6 (6MS31EAR)",2399.0,0,8,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,13.3,"Windows 10 Home",638
"HP 15-db1029nw (9PX00EA)",2399.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",639
"HP ProBook 430 G6 (6MS34ESR)",2399.0,0,8,"Intel HD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,13.3,"Windows 10 Home",640
"HP Pavilion 15-cs3006na (9HJ75EAR)",2399.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",641
"HP 15s-fq1051nw (155H3EA)",2399.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",642
"Asus VivoBook X512FA (X512FA-EJ1038)",2399.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i5-8265U",1.6,4,8,15.6,"Brak",643
"HP 15-dw1000nw (2B4S1EA)",2399.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,15.6,"Windows 10 Home",644
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 32 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2399.0,2,32,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",645
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 16 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2399.0,4,16,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",646
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 4 GB RAM / 512 GB SSD PCIe / Windows 10 S",2399.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",647
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 12 GB RAM / 256 GB SSD PCIe / Windows 10 S",2399.0,0,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",648
"Asus VivoBook 17 M712 (M712DA-WH34)",2399.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,17.3,"Windows 10 Home",649
"HP 15s-fq2015na (30A25EAR#ABU)",2399.0,3,8,"Intel Iris Plus Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",650
"Asus Pro P2540FB (P2540FB-GQ0153R)",2399.0,0,4,"NVIDIA GeForce MX110",2,"Intel Core i3-8145U",2.1,2,4,15.6,"Windows 10 Pro",651
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / Windows 10 Home",2399.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",652
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2399.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",653
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 2 TB SSD",2399.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",654
"HP 15-da0020ds (1X0J9UAR)",2399.0,1,8,"Intel HD Graphics 610",0,"Intel Pentium 5405U",2.3,2,4,15.6,"Windows 10 Home",655
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 512 GB SSD PCIe / Windows 11 S",2399.0,1,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",656
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 256 GB SSD PCIe / 256 GB SSD / Windows 11 S",2399.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",657
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 11 S",2399.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",658
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 256 GB SSD PCIe / Windows 11 S",2399.0,1,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",659
"HP 255 G8 (3V5F2EA)",2399.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",660
"HP 15s-fq2017nw (364A9EA)",2399.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",661
"Lenovo IdeaPad 3-15IIL05 (81WE001ACF)",2399.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",662
"HP 15-dy2010ds (3Z3V9UA)",2399.0,0,8,"Intel UHD Graphics 600",0,"Intel Pentium Gold 7505",2.0,2,4,15.6,"Windows 10 Home",663
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe",2399.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",664
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2399.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",665
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2399.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",666
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 512 GB SSD PCIe",2399.0,1,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",667
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 1 TB SSD PCIe",2399.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",668
"Lenovo IdeaPad 5 14ITL05 (82FE009YUK)",2399.0,1,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,14.0,"Windows 10 Home",669
"Asus Asus VivoBook R564JA-UH31T (90NB0QUF-M09290 8G 512)",2399.0,1,8,"Intel UHD Graphics",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",670
"HP 255 G8 Ryzen 3 3250U / 8 GB / 256 GB (27K51EA)",2399.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Brak",671
"Lenovo Ideapad 3-15ALC (82KU00VXPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2399.0,0,12,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",672
"HP 15s-fq2504nw (4H395EA)",2400.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",673
"Asus ExpertBook B1 B1500 i3-1115G4 / 8 GB / 512 GB / W11 (B1500CEAE-EJ2960W)",2413.79,3,8,"Intel Iris Xe",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",674
"Lenovo IdeaPad 3 15ABA7 Ryzen 5 5625U / 8 GB / 512 GB / W11 (82RN0056PB)",2418.2,2,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Home",675
"Lenovo IdeaPad 3 17ABA7 (82RQ002PPB)",2436.6,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,17.3,"Windows 11 Home",676
"Lenovo IdeaPad 3 15IIL05 (81WE00U1EU)",2445.78,1,8,"Intel Iris Plus Graphics G4",0,"Intel Core i5-1035G4",1.1,4,8,15.6,"Brak",677
